,minimum,maximum
10FTHF5GLUtl,0.0,116.16000000000004
10FTHF5GLUtm,0.0,116.16000000000004
10FTHF6GLUtl,0.0,116.16000000000004
10FTHF6GLUtm,0.0,116.16000000000004
10FTHF7GLUtl,0.0,116.16000000000004
10FTHF7GLUtm,0.0,116.16000000000004
10FTHFtl,-116.16000000000004,0.0
10FTHFtm,-1000.0,1000.0
11DOCRTSLtm,0.0,4.682956373805889
11DOCRTSLtr,-4.682956373806048,0.0
11DOCRTSTRNtm,0.0,4.682956373806089
11DOCRTSTRNtr,-4.700990865617962,0.0
13DAMPPOX,0.0,1.7532026096325808
1a_24_25VITD2Hm,0.0,0.0
1a_25VITD2Hm,0.0,0.0
1MNCAMti,0.0,504.96027937769315
1PPDCRp,0.0,0.04500000000007276
24_25DHVITD2t,0.0,0.0
24_25DHVITD2tm,0.0,0.0
24_25DHVITD3t,0.0,3.798270745088889
24_25DHVITD3tm,0.0,3.79827074508872
24_25VITD2Hm,0.0,0.0
24_25VITD3Hm,0.0,3.7982707450888746
24NPHte,0.0,0.0
25HVITD2t,0.0,0.0
25HVITD2tin_m,0.0,0.0
25HVITD3t,0.0,3.822870944214973
25HVITD3tin_m,0.0,3.798270745088818
25VITD2Hm,0.0,0.0
25VITD3Hm,0.0,3.798270745088818
2AMACHYD,0.0,329.4748018562403
2AMACSULT,0.0,2.678089869518317
2AMADPTm,0.0,1000.0
2DR1PP,0.0,504.960279377701
2HBO,-45.01490601914778,0.0
2HBt2,-1000.0,1000.0
2HCO3_NAt,-1000.0,1000.0
2MCITt,0.0,31.819217033776372
2OXOADOXm,0.0,1.0235392171101694
2OXOADPTm,-1000.0,1.0235392171101694
34DHOXPEGOX,0.0,1.3239885647017218
34DHOXPEGt,0.0,1.3239885647017218
34DHPHAMT,0.0,1.3239885647017218
34DHPHEt,-1000.0,0.0
34DHPLACOX,0.0,1000.0
34DHPLACOX_NADP_,-1000.0,1.3239885647017218
34DHXMANDACOX,0.0,1000.0
34DHXMANDACOX_NADP_,-1000.0,1.3239885647021765
34HPLFM,0.0,1.3239885647021765
34HPPOR,0.0,1.3239885647021765
35CGMPtn,0.0,252.48013968884976
3AIBTm,0.0,31.82143952068653
3AIBtmi,0.0,31.821439520686155
3DPHBH1,0.0,1.3239885647021765
3DPHBH2,0.0,1.3239885647021765
3DSPHR,0.028202558966685443,75.90703911397992
3HAO,0.0,0.9785392171102103
3HBCDm,0.0,1.6233681066069039e-12
3HBCOAHLm,0.0,0.431292479151125
3HKYNAKGAT,0.0,1000.0
3HLYTCL,0.0,1.3239885647021765
3M4HDXPAC,0.0,1.3239885647021765
3MLDAt,0.0,0.7961241754121602
3MOBt2im,0.0,1000.0
3MOPt2im,0.0,1000.0
3MOX4HOXPGALDOX,0.0,1000.0
3MOX4HOXPGALDOX_NADP_,-1000.0,1.3239885647021765
3MOXTYROX,0.0,1.3239885647021765
3SALAASPm,-1000.0,0.0
3SALACBOXL,0.0,1.6780898695183168
3SALAOX,0.0,0.8390449347591584
3SALATAi,0.0,1.6780898695183168
3SALATAim,0.0,1.6780898695183168
3SPYRSP,0.0,1.6780898695183168
3SPYRSPm,0.0,1.6780898695183168
41R1H2MAE12BOOX,0.0,1.3239885647021765
41R2A1H12BOOX,0.0,1.3239885647021765
42A12BOOX,0.0,1.3239885647021765
4ABUTtm,-31.837624024252225,87.6508987458539
4HBZCOAFm,0.0,1.3239885647021765
4HBZFm,0.0,1.3239885647021765
4HDEBRISOQUINEte,0.0,0.0
4HGLSDm,0.0,116.16000000000004
4HOXPACDOX_NADP_,-1000.0,1.3239885647021765
4MOPt2im,0.0,1000.0
4MPTNLte,0.0,4.968884500820636
4MPTNLtm,-4.968884500820948,0.0
4MTOLBUTAMIDEte,0.0,0.0
4NPHSFte,0.0,0.0
4NPHSULT,0.0,0.0
4NPHte,0.0,0.0
4PYRDX,0.0,1.0
5ADTSTSTERONEGLCte,0.0,4.3492540193780735
5ADTSTSTERONEGLCtr,-4.34925401937809,0.0
5ADTSTSTERONESte,0.0,2.678089869518317
5ADTSTSTERONESULT,0.0,168.32009312589767
5ADTSTSTERONEte,-4.88276251242149,0.0
5ADTSTSTERONEtr,-4.349254019377897,4.882762512421678
5AOPtm,-34.40616468946955,0.0
5DHFtl,0.0,116.16000000000004
5FTHFt2,0.0,0.0
5HLTDL,0.0,0.9785392171102103
