,minimum,maximum
10FTHF5GLUtl,0.0,85.5800000000001
10FTHF5GLUtm,0.0,85.5800000000001
10FTHF6GLUtl,0.0,85.5800000000001
10FTHF6GLUtm,0.0,85.5800000000001
10FTHF7GLUtl,0.0,85.5800000000001
10FTHF7GLUtm,0.0,85.5800000000001
10FTHFtl,-85.5800000000001,0.0
10FTHFtm,-1000.0,1000.0
11DOCRTSLtm,0.0,4.683562499125742
11DOCRTSLtr,-4.683562499125287,0.0
11DOCRTSTRNtm,0.0,4.6835624991255145
11DOCRTSTRNtr,-4.701599325181178,0.0
13DAMPPOX,0.0,1.7532026096325808
1a_24_25VITD2Hm,0.0,0.0
1a_25VITD2Hm,0.0,0.0
1MNCAMti,0.0,505.1766678040772
1PPDCRp,0.0,0.04499999999995907
24_25DHVITD2t,0.0,0.0
24_25DHVITD2tm,0.0,0.0
24_25DHVITD3t,0.0,3.798880770828699
24_25DHVITD3tm,0.0,3.7988807708287307
24_25VITD2Hm,0.0,0.0
24_25VITD3Hm,0.0,3.7988807708285535
24NPHte,0.0,0.0
25HVITD2t,0.0,0.0
25HVITD2tin_m,0.0,0.0
25HVITD3t,0.0,3.8234849208992223
25HVITD3tin_m,0.0,3.7988807708287897
25VITD2Hm,0.0,0.0
25VITD3Hm,0.0,3.7988807708287897
2AMACHYD,0.0,314.2929960694379
2AMACSULT,0.0,2.6780898695180895
2AMADPTm,0.0,1000.0
2DR1PP,0.0,505.17666780409013
2HBO,-45.018426023387406,0.0
2HBt2,-1000.0,1000.0
2HCO3_NAt,-1000.0,1000.0
2MCITt,0.0,31.821627280085067
2OXOADOXm,0.0,1.0235392171101694
2OXOADPTm,-1000.0,1.0235392171101694
34DHOXPEGOX,0.0,1.3239885647019491
34DHOXPEGt,0.0,1.3239885647019491
34DHPHAMT,0.0,1.3239885647019491
34DHPHEt,-1000.0,0.0
34DHPLACOX,0.0,1000.0
34DHPLACOX_NADP_,-1000.0,1.3239885647019491
34DHXMANDACOX,0.0,1000.0
34DHXMANDACOX_NADP_,-1000.0,1.3239885647019491
34HPLFM,0.0,1.3239885647019491
34HPPOR,0.0,1.3239885647019491
35CGMPtn,0.0,252.58833390204722
3AIBTm,0.0,31.851728048248106
3AIBtmi,0.0,31.85172804824697
3DPHBH1,0.0,1.3239885647019491
3DPHBH2,0.0,1.3239885647019491
3DSPHR,0.028202558966685443,75.94287645739658
3HAO,0.0,0.9785392171102103
3HBCDm,0.0,7.482903185973555e-13
3HBCOAHLm,0.0,0.43129247915089763
3HKYNAKGAT,0.0,1000.0
3HLYTCL,0.0,1.3239885647019491
3M4HDXPAC,0.0,1.3239885647019491
3MLDAt,0.0,0.7961241754121602
3MOBt2im,0.0,1000.0
3MOPt2im,0.0,1000.0
3MOX4HOXPGALDOX,0.0,1000.0
3MOX4HOXPGALDOX_NADP_,-1000.0,1.3239885647019491
3MOXTYROX,0.0,1.3239885647019491
3SALAASPm,-1000.0,0.0
3SALACBOXL,0.0,1.6780898695185442
3SALAOX,0.0,0.8390449347592721
3SALATAi,0.0,1.6780898695185442
3SALATAim,0.0,1.6780898695185442
3SPYRSP,0.0,1.6780898695185442
3SPYRSPm,0.0,1.6780898695185442
41R1H2MAE12BOOX,0.0,1.3239885647019491
41R2A1H12BOOX,0.0,1.3239885647019491
42A12BOOX,0.0,1.3239885647019491
4ABUTtm,-31.867927956673654,87.65089874585374
4HBZCOAFm,0.0,1.3239885647019491
4HBZFm,0.0,1.3239885647019491
4HDEBRISOQUINEte,0.0,0.0
4HGLSDm,0.0,85.5800000000001
4HOXPACDOX_NADP_,-1000.0,1.3239885647019491
4MOPt2im,0.0,1000.0
4MPTNLte,0.0,4.969812074206278
4MPTNLtm,-4.969812074205819,0.0
4MTOLBUTAMIDEte,0.0,0.0
4NPHSFte,0.0,0.0
4NPHSULT,0.0,0.0
4NPHte,0.0,0.0
4PYRDX,0.0,1.0
5ADTSTSTERONEGLCte,0.0,4.349816952869795
5ADTSTSTERONEGLCtr,-4.349816952869795,0.0
5ADTSTSTERONESte,0.0,2.67808986951809
5ADTSTSTERONESULT,0.0,168.392222601364
5ADTSTSTERONEte,-4.883394499088308,0.0
5ADTSTSTERONEtr,-4.349816952869551,4.883394499088155
5AOPtm,-34.411596663153546,0.0
5DHFtl,0.0,85.5800000000001
5FTHFt2,0.0,0.0
5HLTDL,0.0,0.9785392171102103
5HOMEPRAZOLEte,0.0,0.0
5HOXINDACTO2OX,0.0,193.2393475511402
5HOXINOXDA,0.0,0.9785392171102103
5HTRPVESSEC,0.0,0.9785392171102103
5MTHFt,-1000.0,1000.0
5MTHFt2,-914.4199999999998,914.4199999999998
5THFtl,0.0,85.5800000000001
5THFtm,0.0,170.9890109890112
6DHFtl,0.0,85.5800000000001
6DHFtm,0.0,85.5800000000001
6HTSTSTERONEte,0.0,4.883394499088522
6HTSTSTERONEtr,-4.883394499088444,0.0
6THFtl,0.0,85.5800000000001
6THFtm,0.0,170.98901098901118
7DHCHSTEROLtr,-4.002716134910465,4.002716134910817
7DHFtl,0.0,85.5800000000001
7DHFtm,0.0,85.5800000000001
7THFtl,0.0,85.5800000000001
7THFtm,0.0,168.33611056450752
A_MANASEly,0.0,0.0
A4GALTc,0.0,252.5883339020488
A4GALTg,0.0,101.05244956081856
A4GNT1g,0.0,0.0
A4GNT2g,0.0,0.0
AACTOOR,0.0,136.10521688528095
AACTtm,0.0,136.10521688528308
AASAD3m,0.0,0.04499999999995907
AATAi,-1000.0,0.04499999999995907
ABO1g,0.0,1.1162983141761522
ABO2g,0.0,1.1162983141761522
ABO3g,0.0,1.1162983141761522
ABO4g,0.0,1.1162983141761522
ABO5g,0.0,1.1162983141761522
ABO6g,0.0,1.1162983141761522
ABO7g,0.0,1.1162983141761522
ABO8g,0.0,1.1162983141761522
ABO9g,0.0,1.1162983141761522
ABTArm,-31.867927956675675,87.65089874585117
ABTD,-27.801162750472766,0.0
ABTti,0.0,27.801162750473374
ABUTt2rL,0.0,0.0
ABUTt4_2_r,-1000.0,1000.0
ACACT10m,-33.22522473680827,0.5385947807347975
ACACT1rm,0.0,144.78062057284487
ACACT1x,0.0,85.5800000000001
ACACt2m,-265.61226267783513,515.942445309595
ACACT4p,0.0,53.24153710124429
ACACT5p,0.0,52.544774845515704
ACACT6p,0.0,52.54477484551535
ACACT7p,0.0,52.54477484551485
ACACT8p,0.0,142.78307540517204
ACACT9p,0.0,142.78307540517258
ACACtx,-515.9424453096073,0.0
ACALDtm,-131.78773182211393,0.0
ACALDtr,0.0,4.969812074205896
ACALDtx,0.0,0.0
ACCOACm,0.0,505.3176805989269
ACCOAgt,0.0,1.116298314176218
ACCOALm,0.0,252.58833390203904
ACCOAtn,-506.81952494694195,283.1429355024413
ACCOAtr,-914.4199999999998,914.4199999999998
ACETONEt2,-41.033032445326384,780.844368377955
ACETONEt2m,-73.6343683779562,707.2099999999999
ACGAGBSIDEtg,-1.0,0.0
ACGAGBSIDEtl,0.0,1.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,-1.1162983141761518,0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,0.0,1.1162983141761518
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-1.1162983141761518,0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,1.1162983141761518
ACGALK,0.0,252.5883339020413
ACGALK2,0.0,252.58833390204
ACGALtlg,-101.05244956081783,0.0
ACGALtly,0.0,168.3922226013624
ACGAM6PSi,0.0,282.4665274287441
ACGAMK,0.0,252.58833390203745
ACGAMPM,0.0,252.58833390203637
ACGAMtly,0.0,1000.0
ACGBGBSIDEtg,-101.0524495608168,0.0
ACGBGBSIDEtl,0.0,101.05244956081728
ACGPID,0.0,0.0
ACGSm,0.0,25.0431139273864
ACHEe,0.0,85.5800000000001
ACHtn,-1.6428571428571428,283.1429355024519
ACHVESSEC,0.0,505.17666780409184
ACITL,0.0,505.1766678040952
ACN13ACNGALGBSIDEte,0.0,1.1162983141761522
ACN13ACNGALGBSIDEtg,-1.1162983141761522,0.0
ACN23ACNGALGBSIDEte,0.0,1.1162983141761522
ACN23ACNGALGBSIDEtg,-1.1162983141761522,0.0
ACNACNGAL14ACGLCGALGLUSIDEte,-1.1162983141761522,0.0
ACNACNGAL14ACGLCGALGLUSIDEtg,0.0,1.1162983141761522
ACNACNGALGBSIDEte,0.0,1.1162983141761522
ACNACNGALGBSIDEtg,-1.1162983141761522,0.0
ACNAM9PL,0.0,209.52866404628594
ACNAM9PL2,0.0,18.42717560582369
ACNAMlt,-72.18032111486771,0.0
ACNAMPH,0.0,209.5286640462914
ACNAMtn,0.0,252.58833390204015
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,-1.1162983141761513,0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,1.1162983141761513
ACNMLr,-15.794721947849553,209.52866404629452
ACOAD10m,0.0,0.5385947807347911
ACOAD1fm,0.0,89.14213307148977
ACOAD8m,0.0,0.12011112724917439
ACOAD9m,0.0,0.4312924791510113
ACOAHi,0.0,282.46652742874187
ACOAO7p,0.0,193.23934755114396
ACODA,0.0,0.0
ACONTm,-1000.0,1000.0
ACOX22x,0.0,64.41311585038098
ACOX2x,0.0,4.689559378125504
ACP1_FMN_,0.0,505.1766678040892
ACRNtm,-914.4199999999998,914.4199999999998
ACS2,0.0,252.588333902041
ACSm,0.0,252.58833390203878
ACSRTNMT,0.0,0.9785392171102186
ACt2m,-283.5955593128034,252.58833390204745
ACt2r,-1000.0,1000.0
ACtg,-15.268460942094293,0.0
ACTLMO,0.0,96.61967377556999
ACTNMO,0.0,73.6343683779564
ADA,0.0855800000000001,0.0855800000000001
ADAe,0.0,12.585737449003624
ADCim,0.0,73.63436837795551
ADEt,-12.585737449004164,9.611663477528733
ADK1m,-1000.0,1000.0
ADK3,-1000.0,1000.0
ADK3m,-1000.0,1000.0
ADKd,-1000.0,1000.0
ADMDC,0.0,1.7532026096325808
ADNCYC,0.0,252.5883339020444
ADNK1m,0.0,505.3621473589231
ADNt,-1000.0,1000.0
ADNt4,0.0,1000.0
ADNtl,0.0,505.17666780409394
ADNtm,-85.5800000000001,85.5800000000001
ADPMAN,0.0,0.0
ADPRIBt,0.0,0.0
ADPtx,-1000.0,1000.0
ADRNCOAtx,0.0,142.78307540517272
ADRNCPT1,0.0,212.69274598403322
ADRNCPT2,0.0,212.69274598403723
ADRNCRNt,-914.4199999999998,914.4199999999998
ADRNLPVESSEC,0.0,505.17666780408695
ADRNt,-1000.0,1000.0
ADSK,0.0,505.17666780407865
ADSL1,0.0,2.5
ADSL2,0.0,7.973844453466967
AFLATOXINte,0.0,0.0
AG13T16g,0.0,10.982101474002082
AG13T17g,0.0,10.982101474001883
AG13T18g,0.0,10.982101474001942
AG13T1g,0.0,11.74829460009501
AG13T2g,0.0,11.748294600095058
AG13T3g,0.0,11.748294600095049
AGMTm,0.0,26.368250994639155
AGPAT1,0.0,1.5078740157480315
AGTim,0.0,193.2393475511405
AGTix,0.0,193.23934755114158
