,minimum,maximum
10FTHF5GLUtl,0.0,55.00000000000005
10FTHF5GLUtm,0.0,55.00000000000005
10FTHF6GLUtl,0.0,55.00000000000005
10FTHF6GLUtm,0.0,55.00000000000005
10FTHF7GLUtl,0.0,55.00000000000005
10FTHF7GLUtm,0.0,55.00000000000005
10FTHFtl,-55.00000000000005,0.0
10FTHFtm,-1000.0,1000.0
11DOCRTSLtm,0.0,4.684168624445112
11DOCRTSLtr,-4.684168624445112,0.0
11DOCRTSTRNtm,0.0,4.684168624445231
11DOCRTSTRNtr,-4.702207784744383,0.0
13DAMPPOX,0.0,1.7532026096325808
1a_24_25VITD2Hm,0.0,0.0
1a_25VITD2Hm,0.0,0.0
1MNCAMti,0.0,505.3930562304829
1PPDCRp,0.0,0.04499999999995907
24_25DHVITD2t,0.0,0.0
24_25DHVITD2tm,0.0,0.0
24_25DHVITD3t,0.0,3.7994907965689855
24_25DHVITD3tm,0.0,3.7994907965688576
24_25VITD2Hm,0.0,0.0
24_25VITD3Hm,0.0,3.7994907965688576
24NPHte,0.0,0.0
25HVITD2t,0.0,0.0
25HVITD2tin_m,0.0,0.0
25HVITD3t,0.0,3.824098897582857
25HVITD3tin_m,0.0,3.7994907965688576
25VITD2Hm,0.0,0.0
25VITD3Hm,0.0,3.7994907965688576
2AMACHYD,0.0,299.1111902826267
2AMACSULT,0.0,2.6780898695180895
2AMADPTm,0.0,1000.0
2DR1PP,0.0,505.3930562304745
2HBO,-45.02194602762951,0.0
2HBt2,-1000.0,1000.0
2HCO3_NAt,-1000.0,1000.0
2MCITt,0.0,31.824037526387883
2OXOADOXm,0.0,1.0235392171101694
2OXOADPTm,-1000.0,1.0235392171101694
34DHOXPEGOX,0.0,1.3239885647021765
34DHOXPEGt,0.0,1.3239885647021765
34DHPHAMT,0.0,1.3239885647021765
34DHPHEt,-1000.0,0.0
34DHPLACOX,0.0,1000.0
34DHPLACOX_NADP_,-1000.0,1.3239885647019771
34DHXMANDACOX,0.0,1000.0
34DHXMANDACOX_NADP_,-1000.0,1.3239885647019771
34HPLFM,0.0,1.3239885647019771
34HPPOR,0.0,1.3239885647019771
35CGMPtn,0.0,252.69652811523773
3AIBTm,0.0,31.882016575819307
3AIBtmi,0.0,31.882016575818056
3DPHBH1,0.0,1.3239885647019773
3DPHBH2,0.0,1.3239885647019773
3DSPHR,0.028202558966685443,75.97871380081847
3HAO,0.0,0.9785392171102103
3HBCDm,0.0,0.0
3HBCOAHLm,0.0,0.4312924791510113
3HKYNAKGAT,0.0,1000.0
3HLYTCL,0.0,1.3239885647019491
3M4HDXPAC,0.0,1.3239885647019771
3MLDAt,0.0,0.7961241754121602
3MOBt2im,0.0,1000.0
3MOPt2im,0.0,1000.0
3MOX4HOXPGALDOX,0.0,1000.0
3MOX4HOXPGALDOX_NADP_,-1000.0,1.3239885647019771
3MOXTYROX,0.0,1.3239885647019771
3SALAASPm,-1000.0,0.0
3SALACBOXL,0.0,1.6780898695183168
3SALAOX,0.0,0.8390449347590447
3SALATAi,0.0,1.6780898695180895
3SALATAim,0.0,1.6780898695180895
3SPYRSP,0.0,1.6780898695180895
3SPYRSPm,0.0,1.6780898695180895
41R1H2MAE12BOOX,0.0,1.3239885647019771
41R2A1H12BOOX,0.0,1.3239885647019771
42A12BOOX,0.0,1.3239885647019771
4ABUTtm,-31.898231889101794,87.65089874584898
4HBZCOAFm,0.0,1.3239885647019771
4HBZFm,0.0,1.3239885647019771
4HDEBRISOQUINEte,0.0,0.0
4HGLSDm,0.0,55.00000000000005
4HOXPACDOX_NADP_,-1000.0,1.3239885647019771
4MOPt2im,0.0,1000.0
4MPTNLte,0.0,4.970739647591458
4MPTNLtm,-4.97073964759162,0.0
4MTOLBUTAMIDEte,0.0,0.0
4NPHSFte,0.0,0.0
4NPHSULT,0.0,0.0
4NPHte,0.0,0.0
4PYRDX,0.0,1.0
5ADTSTSTERONEGLCte,0.0,4.350379886361188
5ADTSTSTERONEGLCtr,-4.350379886361188,0.0
5ADTSTSTERONESte,0.0,2.678089869518544
5ADTSTSTERONESULT,0.0,168.46435207682805
5ADTSTSTERONEte,-4.884026485754902,0.0
5ADTSTSTERONEtr,-4.35037988636132,4.884026485754703
5AOPtm,-34.41702863683547,0.0
5DHFtl,0.0,55.00000000000005
5FTHFt2,0.0,0.0
5HLTDL,0.0,0.9785392171102103
5HOMEPRAZOLEte,0.0,0.0
5HOXINDACTO2OX,0.0,193.32512651313743
5HOXINOXDA,0.0,0.9785392171102103
5HTRPVESSEC,0.0,0.9785392171102103
5MTHFt,-1000.0,1000.0
5MTHFt2,-945.0,945.0
5THFtl,0.0,55.00000000000005
5THFtm,0.0,109.89010989011
6DHFtl,0.0,55.00000000000005
6DHFtm,0.0,55.00000000000005
6HTSTSTERONEte,0.0,4.88402648575506
6HTSTSTERONEtr,-4.8840264857551645,0.0
6THFtl,0.0,55.00000000000005
6THFtm,0.0,109.89010989010998
7DHCHSTEROLtr,-4.003643708296339,4.0036437082962
7DHFtl,0.0,55.00000000000005
7DHFtm,0.0,55.00000000000005
7THFtl,0.0,55.00000000000005
7THFtm,0.0,109.89010989010998
A_MANASEly,0.0,0.0
A4GALTc,0.0,252.6965281152507
A4GALTg,0.0,101.08961124609507
A4GNT1g,0.0,0.0
A4GNT2g,0.0,0.0
AACTOOR,0.0,136.1667077183121
AACTtm,0.0,136.16670771831718
AASAD3m,0.0,0.04500000000000004
AATAi,-1000.0,0.04500000000000004
ABO1g,0.0,1.1162983141760892
ABO2g,0.0,1.1162983141760896
ABO3g,0.0,1.11629831417609
ABO4g,0.0,1.11629831417609
ABO5g,0.0,1.1162983141760892
ABO6g,0.0,1.1162983141760896
ABO7g,0.0,1.1162983141760892
ABO8g,0.0,1.1162983141760896
ABO9g,0.0,1.1162983141761518
ABTArm,-31.8982318891019,87.65089874585053
ABTD,-27.801162750473964,0.0
ABTti,0.0,27.801162750472372
ABUTt2rL,0.0,0.0
ABUTt4_2_r,-1000.0,1000.0
ACACT10m,-33.227864739986025,0.5385947807347975
ACACT1rm,0.0,118.90859913650935
ACACT1x,0.0,55.00000000000005
ACACt2m,-265.7585654697134,516.1969423146802
ACACT4p,0.0,53.26404423957401
ACACT5p,0.0,52.56728198384633
ACACT6p,0.0,52.56728198384701
ACACT7p,0.0,52.567281983846655
ACACT8p,0.0,142.84423540517182
ACACT9p,0.0,142.84423540517454
ACACtx,-516.1969423146812,0.0
ACALDtm,-131.8528942044662,0.0
ACALDtr,0.0,4.970739647591924
ACALDtx,0.0,0.0
ACCOACm,0.0,505.53406902531896
ACCOAgt,0.0,1.1162983141761451
ACCOALm,0.0,252.69652811524156
ACCOAtn,-507.0359133733296,283.3242485286774
ACCOAtr,-945.0,945.0
ACETONEt2,-41.03961563976909,796.1674650549747
ACETONEt2m,-73.6674650549715,722.4999999999999
ACGAGBSIDEtg,-1.0,0.0
ACGAGBSIDEtl,0.0,1.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,-1.1162983141761513,0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,0.0,1.116298314176146
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-1.1162983141761513,0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,1.1162983141761513
ACGALK,0.0,252.69652811523716
ACGALK2,0.0,252.69652811523704
ACGALtlg,-101.08961124610032,0.0
ACGALtly,0.0,168.46435207682828
ACGAM6PSi,0.0,282.64804766985714
ACGAMK,0.0,252.6965281152393
ACGAMPM,0.0,252.69652811524827
ACGAMtly,0.0,1000.0
ACGBGBSIDEtg,-101.08961124609672,0.0
ACGBGBSIDEtl,0.0,101.089611246096
ACGPID,0.0,0.0
ACGSm,0.0,25.043113927386255
ACHEe,0.0,55.00000000000005
ACHtn,-1.6428571428571428,283.32424852868064
ACHVESSEC,0.0,505.3930562304848
ACITL,0.0,505.39305623047346
ACN13ACNGALGBSIDEte,0.0,1.1162983141761513
ACN13ACNGALGBSIDEtg,-1.1162983141761513,0.0
ACN23ACNGALGBSIDEte,0.0,1.1162983141761513
ACN23ACNGALGBSIDEtg,-1.1162983141761513,0.0
ACNACNGAL14ACGLCGALGLUSIDEte,-1.1162983141761513,0.0
ACNACNGAL14ACGLCGALGLUSIDEtg,0.0,1.1162983141761513
ACNACNGALGBSIDEte,0.0,1.1162983141761513
ACNACNGALGBSIDEtg,-1.1162983141761513,0.0
ACNAM9PL,0.0,199.40746018842358
ACNAM9PL2,0.0,18.427175605824747
ACNAMlt,-72.2068651757843,0.0
ACNAMPH,0.0,199.40746018842276
ACNAMtn,0.0,252.69652811524548
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,-1.1162983141761451,0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,1.1162983141761504
ACNMLr,-15.794721947849732,199.40746018842975
ACOAD10m,0.0,0.5385947807347975
ACOAD1fm,0.0,83.64332245874874
ACOAD8m,0.0,0.12011112724917439
ACOAD9m,0.0,0.43129247915089763
ACOAHi,0.0,282.64804766985264
ACOAO7p,0.0,193.32512651313607
ACODA,0.0,0.0
ACONTm,-1000.0,1000.0
ACOX22x,0.0,64.44170883771169
ACOX2x,0.0,4.690166279534263
ACP1_FMN_,0.0,505.39305623048324
ACRNtm,-945.0,945.0
ACS2,0.0,252.69652811524435
ACSm,0.0,252.6965281152414
ACSRTNMT,0.0,0.9785392171102103
ACt2m,-283.7770795539228,252.69652811524205
ACt2r,-1000.0,1000.0
ACtg,-15.278272847020096,0.0
ACTLMO,0.0,96.66256325656771
ACTNMO,0.0,73.66746505497417
ADA,0.05500000000000005,0.05500000000000005
ADAe,0.0,12.61631744900766
ADCim,0.0,73.66746505497477
ADEt,-12.616317449005319,9.611663477529184
ADK1m,-1000.0,1000.0
ADK3,-1000.0,1000.0
ADK3m,-1000.0,1000.0
ADKd,-1000.0,1000.0
ADMDC,0.0,1.7532026096326003
ADNCYC,0.0,252.69652811523576
ADNK1m,0.0,505.57853578531524
ADNt,-1000.0,1000.0
ADNt4,0.0,1000.0
ADNtl,0.0,505.3930562304858
ADNtm,-55.00000000000005,55.00000000000005
ADPMAN,0.0,0.0
ADPRIBt,0.0,0.0
ADPtx,-1000.0,1000.0
ADRNCOAtx,0.0,142.84423540517136
ADRNCPT1,0.0,212.78091573023414
ADRNCPT2,0.0,212.78091573022976
ADRNCRNt,-945.0,945.0
ADRNLPVESSEC,0.0,505.3930562304795
ADRNt,-1000.0,1000.0
ADSK,0.0,505.3930562304977
ADSL1,0.0,2.5
ADSL2,0.0,7.981489453467258
AFLATOXINte,0.0,0.0
AG13T16g,0.0,10.986805570228164
AG13T17g,0.0,10.986805570227965
AG13T18g,0.0,10.986805570227848
AG13T1g,0.0,11.753326889080878
AG13T2g,0.0,11.75332688908086
AG13T3g,0.0,11.753326889080931
AGMTm,0.0,26.38354099463988
AGPAT1,0.0,1.5078740157480315
AGTim,0.0,193.32512651313084
AGTix,0.0,193.32512651314008
AHANDROSTANGLCte,0.0,0.0
AHANDROSTANGLCtr,0.0,0.0
AHCYStr,-1000.0,0.0
AHEXASE2ly,0.0,0.0
AHEXASEly,0.0,0.0
AIRCr,0.0,7.981489453466882
AKGDm,0.0,87.6508987458493
AKGMALtm,-1000.0,1000.0
AKGt4_3,-1000.0,1000.0
AKGtp,-1000.0,1000.0
AKR1C1,0.0,1.0
AKR1C41,0.0,1000.0
AKR1C42,0.0,1000.0
AKR1D,0.0,1000.0
AKR1D2,0.0,4.720386423093146
ALAASNNaEx,0.0,1000.0
ALACYSNaEx,0.0,1000.0
ALADGLNexR,-1000.0,1000.0
ALADGLYexR,-1000.0,1000.0
ALAGLNexR,-1000.0,1000.0
ALAGLNNaEx,0.0,1000.0
ALAGLYexR,-1000.0,1000.0
ALASERNaEx,0.0,1000.0
ALASm,0.0,1000.0
ALAt4,0.0,1000.0
ALATA_L,-533.9781950072382,1000.0
ALATHRNaEx,0.0,1000.0
ALAtN1,-1000.0,1000.0
ALCD21_D,0.0,1000.0
ALCD21_L,0.0,1000.0
ALCD22_D,0.0,1000.0
ALCD22_L,0.0,1000.0
ALCD2if,0.0,0.0
ALCD2yf,0.0,0.0
ALDD20x,0.0,0.9785392171102103
ALDD20xm,0.0,0.9785392171102103
