,minimum,maximum
10FTHF5GLUtl,0.0,1.3888054831669656
10FTHF5GLUtm,0.0,1.3881117741343296
10FTHF6GLUtl,0.0,0.6945762988795599
10FTHF6GLUtm,0.0,0.694402741583488
10FTHF7GLUtl,0.0,0.46308944706165556
10FTHF7GLUtm,0.0,0.4630122912057845
10FTHFtl,-1.3888054831667382,0.0
10FTHFtm,-1000.0,1000.0
11DOCRTSLtm,0.0,1000.0
11DOCRTSLtr,-480.18563324966647,0.0
11DOCRTSTRNtm,0.0,1000.0
11DOCRTSTRNtr,-480.1856332496661,0.0
13DAMPPOX,0.0,1000.0
1a_24_25VITD2Hm,0.0,0.0
1a_25VITD2Hm,0.0,1000.0
1MNCAMti,0.0,1.3894998859084353
1PPDCRp,0.0,1000.0
24_25DHVITD2t,0.0,0.0
24_25DHVITD2tm,0.0,0.0
24_25DHVITD3t,0.0,1000.0
24_25DHVITD3tm,0.0,1000.0
24_25VITD2Hm,0.0,0.0
24_25VITD3Hm,0.0,1000.0
24NPHte,-1000.0,0.0
25HVITD2t,0.0,0.0
25HVITD2tin_m,0.0,0.0
25HVITD3t,0.0,1000.0
25HVITD3tin_m,0.0,1000.0
25VITD2Hm,0.0,0.0
25VITD3Hm,0.0,800.0
2AMACHYD,0.0,1000.0
2AMACSULT,0.0,1.0917499103566275
2AMADPTm,0.0,1000.0
2DR1PP,0.0,1000.0
2HBO,-1000.0,1000.0
2HBt2,-1000.0,1000.0
2HCO3_NAt,-1000.0,1000.0
2MCITt,0.0,1000.0
2OXOADOXm,0.0,1000.0
2OXOADPTm,-1000.0,1000.0
34DHOXPEGOX,-1000.0,1000.0
34DHOXPEGt,-1000.0,1000.0
34DHPHAMT,0.0,1000.0
34DHPHEt,-1000.0,1000.0
34DHPLACOX,0.0,1000.0
34DHPLACOX_NADP_,-1000.0,1000.0
34DHXMANDACOX,0.0,1000.0
34DHXMANDACOX_NADP_,-1000.0,1000.0
34HPLFM,0.0,1000.0
34HPPOR,0.0,200.0
35CGMPtn,0.0,5.0948329149978235
3AIBTm,0.0,1000.0
3AIBtmi,0.0,1000.0
3DPHBH1,0.0,0.10688460660833642
3DPHBH2,0.0,0.10688460660813348
3DSPHR,0.0,1000.0
3HAO,0.0,1000.0
3HBCDm,0.0,200.0
3HBCOAHLm,0.0,1000.0
3HKYNAKGAT,0.0,1000.0
3HLYTCL,0.0,1000.0
3M4HDXPAC,0.0,1000.0
3MLDAt,0.0,1000.0
3MOBt2im,0.0,1000.0
3MOPt2im,0.0,1000.0
3MOX4HOXPGALDOX,0.0,1000.0
3MOX4HOXPGALDOX_NADP_,-1000.0,1000.0
3MOXTYROX,0.0,1000.0
3SALAASPm,-1000.0,0.0
3SALACBOXL,0.0,1000.0
3SALAOX,0.0,500.0
3SALATAi,0.0,500.0
3SALATAim,0.0,1000.0
3SPYRSP,0.0,500.0
3SPYRSPm,0.0,1000.0
41R1H2MAE12BOOX,0.0,1000.0
41R2A1H12BOOX,0.0,1000.0
42A12BOOX,0.0,1000.0
4ABUTtm,-1000.0,1000.0
4HBZCOAFm,0.0,5.09483291499555
4HBZFm,0.0,5.09483291499555
4HDEBRISOQUINEte,-1000.0,0.0
4HGLSDm,0.0,800.0
4HOXPACDOX_NADP_,-1000.0,1000.0
4MOPt2im,0.0,1000.0
4MPTNLte,0.0,720.2784498744992
4MPTNLtm,-720.2784498744986,0.0
4MTOLBUTAMIDEte,-500.0,0.0
4NPHSFte,-1.0917499103566968,0.0
4NPHSULT,0.0,1.0917499103566968
4NPHte,0.0,1000.0
4PYRDX,0.0,1.3894998859084922
5ADTSTSTERONEGLCte,0.0,1.3894998859084922
5ADTSTSTERONEGLCtr,-1.3894998859086627,0.0
5ADTSTSTERONESte,-1000.0,1000.0
5ADTSTSTERONESULT,0.0,1.0917499103566968
5ADTSTSTERONEte,-1000.0,1000.0
5ADTSTSTERONEtr,-1.3894998859084353,1000.0
5AOPtm,-5.09483291499788,1000.0
5DHFtl,0.0,1.3881117741343303
5FTHFt2,0.0,199.99999999999994
5HLTDL,0.0,1000.0
5HOMEPRAZOLEte,-1000.0,0.0
5HOXINDACTO2OX,0.0,1000.0
5HOXINOXDA,0.0,1000.0
5HTRPVESSEC,0.0,1.3894998859084637
5MTHFt,-1000.0,1000.0
5MTHFt2,-199.99999999999994,199.99999999999994
5THFtl,0.0,1.3894998859086627
5THFtm,0.0,1.3881117741344249
6DHFtl,0.0,0.6945762988796219
6DHFtm,0.0,0.694402741583488
6HTSTSTERONEte,0.0,800.0
6HTSTSTERONEtr,-800.0,0.0
6THFtl,0.0,0.6947499429542175
6THFtm,0.0,0.6944027415833376
7DHCHSTEROLtr,-1000.0,1000.0
7DHFtl,0.0,0.46308944706170585
7DHFtm,0.0,0.46301229120575726
7THFtl,0.0,0.4631666286361612
7THFtm,0.0,0.46301229120575726
A_MANASEly,0.0,333.3333333333333
A4GALTc,0.0,5.094832914997767
A4GALTg,0.0,0.6113799497997321
A4GNT1g,0.0,0.42456940958314726
A4GNT2g,0.0,0.325202100956858
AACTOOR,0.0,1000.0
AACTtm,0.0,1000.0
AASAD3m,0.0,1000.0
AATAi,-1000.0,1000.0
ABO1g,0.0,0.36391663678555475
ABO2g,0.0,0.3396555276665178
ABO3g,0.0,0.3639166367855426
ABO4g,0.0,0.22812684694019555
ABO5g,0.0,0.22812684694005725
ABO6g,0.0,0.16613585592372715
ABO7g,0.0,0.166135855923784
ABO8g,0.0,0.2281268469402076
ABO9g,0.0,0.1402247591285659
ABTArm,-1000.0,1000.0
ABTD,-1000.0,1000.0
ABTti,0.0,1000.0
ABUTt2rL,0.0,0.0
ABUTt4_2_r,-1000.0,1000.0
ACACT10m,-1000.0,1000.0
ACACT1rm,0.0,400.0
ACACT1x,0.0,800.0
ACACt2m,-350.0,350.0
ACACT4p,0.0,480.864944304999
ACACT5p,0.0,479.16666666666663
ACACT6p,0.0,479.16666666666663
ACACT7p,0.0,479.16666666666663
ACACT8p,0.0,200.0
ACACT9p,0.0,5.094832914997525
ACACtx,-1000.0,0.0
ACALDtm,-1000.0,0.0
ACALDtr,0.0,720.2784498745006
ACALDtx,0.0,237.50000000000003
ACCOACm,0.0,1.3894998859085774
ACCOAgt,0.0,1000.0
ACCOALm,0.0,5.0948329149980935
ACCOAtn,-1000.0,1000.0
ACCOAtr,-200.0,200.0
ACETONEt2,-350.0,1000.0
ACETONEt2m,-350.0,350.0
ACGAGBSIDEtg,-0.42456940958311407,0.0
ACGAGBSIDEtl,0.0,0.42456940958315187
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,-0.22812684694020105,0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,0.0,0.2281268469401909
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-0.16613585592383465,0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.1661358559238567
ACGALK,0.0,5.09483291499788
ACGALK2,0.0,5.09483291499788
ACGALtlg,-0.6113799497997117,0.0
ACGALtly,0.0,1000.0
ACGAM6PSi,0.0,1000.0
ACGAMK,0.0,742.0412437500437
ACGAMPM,0.0,5.094832914997312
ACGAMtly,0.0,1000.0
ACGBGBSIDEtg,-0.6113799497997117,0.0
ACGBGBSIDEtl,0.0,0.6113799497997117
ACGPID,0.0,0.0
ACGSm,0.0,1000.0
ACHEe,0.0,800.0
ACHtn,-1000.0,1000.0
ACHVESSEC,0.0,1.3894998859083785
ACITL,0.0,1.3894998859090046
ACN13ACNGALGBSIDEte,0.0,0.3396555276665064
ACN13ACNGALGBSIDEtg,-0.3396555276661908,0.0
ACN23ACNGALGBSIDEte,0.0,0.3396555276665064
ACN23ACNGALGBSIDEtg,-0.3396555276661908,0.0
ACNACNGAL14ACGLCGALGLUSIDEte,-1.6982776383326077,0.0
ACNACNGAL14ACGLCGALGLUSIDEtg,0.0,0.4930483466126706
ACNACNGALGBSIDEte,0.0,0.3396555276665064
ACNACNGALGBSIDEtg,-0.3396555276661908,0.0
ACNAM9PL,0.0,0.6947499429542461
ACNAM9PL2,0.0,0.6947499429542034
ACNAMlt,-1000.0,0.0
ACNAMPH,0.0,0.6947499429543882
ACNAMtn,0.0,5.094832914993219
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,-1.6982776383321294,0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.2883867687734778
ACNMLr,-1000.0,742.0412437500432
ACOAD10m,0.0,700.0
ACOAD1fm,0.0,400.0
ACOAD8m,0.0,1000.0
ACOAD9m,0.0,1000.0
ACOAHi,0.0,1000.0
ACOAO7p,0.0,200.0
ACODA,0.0,1000.0
ACONTm,-1000.0,1000.0
ACOX22x,0.0,200.0
ACOX2x,0.0,5.094832914998278
ACP1_FMN_,0.0,1.389499885908549
ACRNtm,-200.0,200.0
ACS2,0.0,5.094832914998079
ACSm,0.0,5.094832914997596
ACSRTNMT,0.0,1000.0
ACt2m,-1000.0,5.094832914998079
ACt2r,-1000.0,1000.0
ACtg,-0.19979736921558086,0.0
ACTLMO,0.0,1000.0
ACTNMO,0.0,1000.0
ADA,0.8,0.8
ADAe,0.0,800.0
ADCim,0.0,1000.0
ADEt,-1000.0,1000.0
ADK1m,-1000.0,1000.0
ADK3,-1000.0,642.1238520875052
ADK3m,-1000.0,1000.0
ADKd,-1000.0,1000.0
ADMDC,0.0,1000.0
ADNCYC,0.0,5.0948329149974825
ADNK1m,0.0,582.065485909806
ADNt,-1000.0,1000.0
ADNt4,0.0,1000.0
ADNtl,0.0,1.389499885908549
ADNtm,-1.389499885908549,582.065485909806
ADPMAN,0.0,584.8242815127783
ADPRIBt,0.0,535.1032100729202
ADPtx,-1000.0,1000.0
ADRNCOAtx,-5.0948329149978235,5.094832914998392
ADRNCPT1,0.0,5.094832914997767
ADRNCPT2,0.0,5.094832914997745
ADRNCRNt,-200.0,200.0
ADRNLPVESSEC,0.0,1.3894998859084922
ADRNt,-1000.0,1000.0
ADSK,0.0,1.3894998859086627
ADSL1,0.0,1.3894998859084975
ADSL2,0.0,0.34737497147710883
AFLATOXINte,0.0,1000.0
AG13T16g,0.0,0.08444474444747964
AG13T17g,0.0,0.08444474444747775
AG13T18g,0.0,0.08444474444747763
AG13T1g,0.0,0.08990881614702051
AG13T2g,0.0,0.08990881614702041
AG13T3g,0.0,0.08990881614702041
AGMTm,0.0,800.0
AGPAT1,0.0,1.5078740157480315
AGTim,0.0,1000.0
AGTix,0.0,1000.0
AHANDROSTANGLCte,0.0,1.3894998859084042
AHANDROSTANGLCtr,-1.3894998859078729,0.0
AHCYStr,-1000.0,1000.0
AHEXASE2ly,0.0,333.3333333333333
AHEXASEly,0.0,250.29123607624982
AIRCr,0.0,0.34737497147713986
AKGDm,0.0,1000.0
AKGMALtm,-1000.0,1000.0
AKGt4_3,-1000.0,1000.0
AKGtp,-1000.0,1000.0
AKR1C1,0.0,1.0
AKR1C41,0.0,1000.0
AKR1C42,0.0,1000.0
AKR1D,0.0,1000.0
AKR1D2,0.0,1000.0
ALAASNNaEx,0.0,1000.0
ALACYSNaEx,0.0,1000.0
ALADGLNexR,-1000.0,1000.0
ALADGLYexR,-1000.0,1000.0
ALAGLNexR,-1000.0,1000.0
ALAGLNNaEx,0.0,1000.0
ALAGLYexR,-1000.0,1000.0
ALASERNaEx,0.0,1000.0
ALASm,0.0,1000.0
