,minimum,maximum
10FTHF5GLUtl,0.0,1.4017307816523328
10FTHF5GLUtm,0.0,1.401030616426553
10FTHF6GLUtl,0.0,0.7010405633808112
10FTHF6GLUtm,0.0,0.7008653908261806
10FTHF7GLUtl,0.0,0.46739931579507576
10FTHF7GLUtm,0.0,0.4673214418671421
10FTHFtl,-1.401730781652148,0.0
10FTHFtm,-1000.0,1000.0
11DOCRTSLtm,0.0,1000.0
11DOCRTSLtr,-542.6951165411648,0.0
11DOCRTSTRNtm,0.0,1000.0
11DOCRTSTRNtr,-542.6951165411648,0.0
13DAMPPOX,0.0,1000.0
1a_24_25VITD2Hm,0.0,0.0
1a_25VITD2Hm,0.0,1000.0
1MNCAMti,0.0,1.402431647042988
1PPDCRp,0.0,1000.0
24_25DHVITD2t,0.0,0.0
24_25DHVITD2tm,0.0,0.0
24_25DHVITD3t,0.0,1000.0
24_25DHVITD3tm,0.0,1000.0
24_25VITD2Hm,0.0,0.0
24_25VITD3Hm,0.0,1000.0
24NPHte,-1000.0,0.0
25HVITD2t,0.0,0.0
25HVITD2tin_m,0.0,0.0
25HVITD3t,0.0,1000.0
25HVITD3tin_m,0.0,1000.0
25VITD2Hm,0.0,0.0
25VITD3Hm,0.0,700.0
2AMACHYD,0.0,1000.0
2AMACSULT,0.0,1.1019105798195028
2AMADPTm,0.0,1000.0
2DR1PP,0.0,1000.0
2HBO,-1000.0,1000.0
2HBt2,-1000.0,1000.0
2HCO3_NAt,-1000.0,1000.0
2MCITt,0.0,1000.0
2OXOADOXm,0.0,1000.0
2OXOADPTm,-1000.0,1000.0
34DHOXPEGOX,-1000.0,1000.0
34DHOXPEGt,-1000.0,1000.0
34DHPHAMT,0.0,1000.0
34DHPHEt,-1000.0,1000.0
34DHPLACOX,0.0,1000.0
34DHPLACOX_NADP_,-1000.0,1000.0
34DHXMANDACOX,0.0,1000.0
34DHXMANDACOX_NADP_,-1000.0,1000.0
34HPLFM,0.0,1000.0
34HPPOR,0.0,300.0
35CGMPtn,0.0,5.142249372490468
3AIBTm,0.0,1000.0
3AIBtmi,0.0,1000.0
3DPHBH1,0.0,0.10787935746484152
3DPHBH2,0.0,0.10787935746495245
3DSPHR,0.0,1000.0
3HAO,0.0,1000.0
3HBCDm,0.0,300.0
3HBCOAHLm,0.0,1000.0
3HKYNAKGAT,0.0,1000.0
3HLYTCL,0.0,1000.0
3M4HDXPAC,0.0,1000.0
3MLDAt,0.0,1000.0
3MOBt2im,0.0,1000.0
3MOPt2im,0.0,1000.0
3MOX4HOXPGALDOX,0.0,1000.0
3MOX4HOXPGALDOX_NADP_,-1000.0,1000.0
3MOXTYROX,0.0,1000.0
3SALAASPm,-1000.0,0.0
3SALACBOXL,0.0,1000.0
3SALAOX,0.0,500.0
3SALATAi,0.0,500.0
3SALATAim,0.0,1000.0
3SPYRSP,0.0,500.0
3SPYRSPm,0.0,1000.0
41R1H2MAE12BOOX,0.0,1000.0
41R2A1H12BOOX,0.0,1000.0
42A12BOOX,0.0,1000.0
4ABUTtm,-1000.0,1000.0
4HBZCOAFm,0.0,5.142249372490937
4HBZFm,0.0,5.142249372490937
4HDEBRISOQUINEte,-1000.0,0.0
4HGLSDm,0.0,700.0
4HOXPACDOX_NADP_,-1000.0,1000.0
4MOPt2im,0.0,1000.0
4MPTNLte,0.0,814.0426748117471
4MPTNLtm,-814.0426748117474,0.0
4MTOLBUTAMIDEte,-500.0,0.0
4NPHSFte,-1.1019105798194744,0.0
4NPHSULT,0.0,1.1019105798194744
4NPHte,0.0,1000.0
4PYRDX,0.0,1.4024316470429028
5ADTSTSTERONEGLCte,0.0,1.4024316470429055
5ADTSTSTERONEGLCtr,-1.402431647044068,0.0
5ADTSTSTERONESte,-1000.0,1000.0
5ADTSTSTERONESULT,0.0,1.1019105798194258
5ADTSTSTERONEte,-1000.0,1000.0
5ADTSTSTERONEtr,-1.4024316470429055,1000.0
5AOPtm,-5.142249372490596,1000.0
5DHFtl,0.0,1.4010306164263966
5FTHFt2,0.0,300.00000000000006
5HLTDL,0.0,1000.0
5HOMEPRAZOLEte,-1000.0,0.0
5HOXINDACTO2OX,0.0,1000.0
5HOXINOXDA,0.0,1000.0
5HTRPVESSEC,0.0,1.4024316470427607
5MTHFt,-1000.0,1000.0
5MTHFt2,-300.00000000000006,300.00000000000006
5THFtl,0.0,1.4024316470429052
5THFtm,0.0,1.4010306164264634
6DHFtl,0.0,0.7010405633805998
6DHFtm,0.0,0.700865390826032
6HTSTSTERONEte,0.0,700.0
6HTSTSTERONEtr,-700.0,0.0
6THFtl,0.0,0.7012158235215509
6THFtm,0.0,0.7008653908261249
7DHCHSTEROLtr,-1000.0,1000.0
7DHFtl,0.0,0.46739931579500266
7DHFtm,0.0,0.4673214418670128
7THFtl,0.0,0.46747721568096856
7THFtm,0.0,0.4673214418670128
A_MANASEly,0.0,325.0540990577741
A4GALTc,0.0,5.142249372489459
A4GALTg,0.0,0.6170699246988818
A4GNT1g,0.0,0.42852078104101565
A4GNT2g,0.0,0.32822868335047456
AACTOOR,0.0,1000.0
AACTtm,0.0,1000.0
AASAD3m,0.0,1000.0
AATAi,-1000.0,1000.0
ABO1g,0.0,0.36730352660648735
ABO2g,0.0,0.34281662483243736
ABO3g,0.0,0.3673035266065117
ABO4g,0.0,0.2302499719021398
ABO5g,0.0,0.23024997190257931
ABO6g,0.0,0.16768204475513926
ABO7g,0.0,0.16768204475513185
ABO8g,0.0,0.23024997190256913
ABO9g,0.0,0.1415297992428636
ABTArm,-1000.0,1000.0
ABTD,-1000.0,1000.0
ABTti,0.0,1000.0
ABUTt2rL,0.0,0.0
ABUTt4_2_r,-1000.0,1000.0
ACACT10m,-1000.0,1000.0
ACACT1rm,0.0,600.0
ACACT1x,0.0,700.0
ACACt2m,-400.0,400.0
ACACT4p,0.0,543.3807497908301
ACACT5p,0.0,541.6666666666667
ACACT6p,0.0,541.6666666666666
ACACT7p,0.0,541.6666666666667
ACACT8p,0.0,300.0
ACACT9p,0.0,5.142249372489857
ACACtx,-1000.0,0.0
ACALDtm,-1000.0,0.0
ACALDtr,0.0,814.0426748117474
ACALDtx,0.0,324.99999999999994
ACCOACm,0.0,1.4024316470429312
ACCOAgt,0.0,1000.0
ACCOALm,0.0,5.142249372490198
ACCOAtn,-1000.0,1000.0
ACCOAtr,-300.0,300.0
ACETONEt2,-400.0,1000.0
ACETONEt2m,-400.0,400.0
ACGAGBSIDEtg,-0.4285207810409126,0.0
ACGAGBSIDEtl,0.0,0.428520781040973
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,-0.2302499719025839,0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,0.0,0.2302499719025608
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-0.1676820447551215,0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.1676820447551215
ACGALK,0.0,5.142249372489459
ACGALK2,0.0,5.142249372492586
ACGALtlg,-0.6170699246990026,0.0
ACGALtly,0.0,1000.0
ACGAM6PSi,0.0,1000.0
ACGAMK,0.0,625.2704952888704
ACGAMPM,0.0,5.142249372492756
ACGAMtly,0.0,1000.0
ACGBGBSIDEtg,-0.6170699246990097,0.0
ACGBGBSIDEtl,0.0,0.6170699246990097
ACGPID,0.0,0.0
ACGSm,0.0,1000.0
ACHEe,0.0,700.0
ACHtn,-1000.0,1000.0
ACHVESSEC,0.0,1.402431647043727
ACITL,0.0,1.4024316470445501
ACN13ACNGALGBSIDEte,0.0,0.3428166248328125
ACN13ACNGALGBSIDEtg,-0.34281662483243736,0.0
ACN23ACNGALGBSIDEte,0.0,0.3428166248328125
ACN23ACNGALGBSIDEtg,-0.34281662483243736,0.0
ACNACNGAL14ACGLCGALGLUSIDEte,-1.7140831241647447,0.0
ACNACNGAL14ACGLCGALGLUSIDEtg,0.0,0.49763703605185583
ACNACNGALGBSIDEte,0.0,0.3428166248331763
ACNACNGALGBSIDEtg,-0.3428166248341875,0.0
ACNAM9PL,0.0,0.7012158235208403
ACNAM9PL2,0.0,0.7012158235207266
ACNAMlt,-1000.0,0.0
ACNAMPH,0.0,0.7012158235214088
ACNAMtn,0.0,5.142249372491307
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,-1.7140831241636079,0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.2910707191975938
ACNMLr,-1000.0,625.2704952888699
ACOAD10m,0.0,800.0
ACOAD1fm,0.0,600.0
ACOAD8m,0.0,1000.0
ACOAD9m,0.0,1000.0
ACOAHi,0.0,1000.0
ACOAO7p,0.0,300.0
ACODA,0.0,1000.0
ACONTm,-1000.0,1000.0
ACOX22x,0.0,300.0
ACOX2x,0.0,5.142249372490397
ACP1_FMN_,0.0,1.4024316470427607
ACRNtm,-300.0,300.0
ACS2,0.0,5.14224937249071
ACSm,0.0,5.142249372490937
ACSRTNMT,0.0,1000.0
ACt2m,-1000.0,5.142249372490596
ACt2r,-1000.0,1000.0
ACtg,-0.20165683813687052,0.0
ACTLMO,0.0,1000.0
ACTNMO,0.0,1000.0
ADA,0.7,0.7
ADAe,0.0,700.0
ADCim,0.0,1000.0
ADEt,-1000.0,1000.0
ADK1m,-1000.0,1000.0
ADK3,-1000.0,561.876984519673
ADK3m,-1000.0,1000.0
ADKd,-1000.0,1000.0
ADMDC,0.0,1000.0
ADNCYC,0.0,5.142249372491278
ADNK1m,0.0,520.5989545004896
ADNt,-1000.0,1000.0
ADNt4,0.0,1000.0
ADNtl,0.0,1.4024316470429028
ADNtm,-1.402431647043045,520.5989545004893
ADPMAN,0.0,490.46420670000424
ADPRIBt,0.0,468.23082043306215
ADPtx,-1000.0,1000.0
ADRNCOAtx,-5.142249372490369,5.142249372489744
ADRNCPT1,0.0,5.142249372490625
ADRNCPT2,0.0,5.142249372489366
ADRNCRNt,-300.0,300.0
ADRNLPVESSEC,0.0,1.4024316470428744
ADRNt,-1000.0,1000.0
ADSK,0.0,1.402431647044068
ADSL1,0.0,1.4024316470440656
ADSL2,0.0,0.3506079117607115
AFLATOXINte,0.0,1000.0
AG13T16g,0.0,0.08523065258269469
AG13T17g,0.0,0.08523065258269469
AG13T18g,0.0,0.08523065258269469
AG13T1g,0.0,0.09074557716158438
AG13T2g,0.0,0.09074557716158438
AG13T3g,0.0,0.09074557716158438
AGMTm,0.0,700.0
AGPAT1,0.0,1.5078740157480315
AGTim,0.0,1000.0
AGTix,0.0,1000.0
AHANDROSTANGLCte,0.0,1.4024316470429312
AHANDROSTANGLCtr,-1.4024316470434997,0.0
AHCYStr,-1000.0,1000.0
AHEXASE2ly,0.0,325.0540990577738
AHEXASEly,0.0,250.3118541143742
AIRCr,0.0,0.3506079117607275
AKGDm,0.0,1000.0
AKGMALtm,-1000.0,1000.0
AKGt4_3,-1000.0,1000.0
AKGtp,-1000.0,1000.0
AKR1C1,0.0,1.0
AKR1C41,0.0,1000.0
AKR1C42,0.0,1000.0
AKR1D,0.0,1000.0
AKR1D2,0.0,1000.0
ALAASNNaEx,0.0,1000.0
ALACYSNaEx,0.0,1000.0
ALADGLNexR,-1000.0,1000.0
ALADGLYexR,-1000.0,1000.0
ALAGLNexR,-1000.0,1000.0
ALAGLNNaEx,0.0,1000.0
ALAGLYexR,-1000.0,1000.0
ALASERNaEx,0.0,1000.0
ALASm,0.0,1000.0
ALAt4,0.0,1000.0
ALATA_L,-800.0,800.0
ALATHRNaEx,0.0,1000.0
ALAtN1,-1000.0,1000.0
ALCD21_D,0.0,1000.0
ALCD21_L,0.0,1000.0
ALCD22_D,0.0,1000.0
ALCD22_L,0.0,1000.0
ALCD2if,0.0,1000.0
ALCD2yf,0.0,1000.0
ALDD20x,0.0,1000.0
ALDD20xm,0.0,1000.0
ALDD21,0.0,300.0
ALDD2xm,0.0,1000.0
ALDD2y,0.0,1000.0
ALDSTRNte,0.0,814.042674811747
ALDSTRNtm,-814.0426748117427,0.0
ALOX12,0.0,1.0
ALOX15,0.0,2.5
ALOX5,0.0,1.0
ALOX52,0.0,1000.0
ALR2,0.0,1000.0
ALR3,0.0,1000.0
AMACR2p,0.0,1000.0
AMACRp,0.0,5.142249372490376
AMCOXO,0.0,1000.0
AMETr,-1000.0,1000.0
AMETt2m,-1000.0,1000.0
AMPDA,438.1230154803263,1000.0
AMPTASECGe,0.0,1000.0
AMPtp,-1000.0,1000.0
AMY1e,0.0,1000.0
AMY2e,0.0,1000.0
ANDRSTRNGLCte,0.0,1.402431647042782
ANDRSTRNGLCtr,-1.4024316470446347,0.0
ANDRSTRNte,-1000.0,1000.0
ANDRSTRNtr,-1.4024316470429028,1000.0
ANTIPYRENEte,0.0,1000.0
AOBUTDsm,0.0,1000.0
APAT2rm,-1000.0,1000.0
APNNOXte,-1000.0,0.0
APOCF,0.0,5.142249372490578
APOCFm,0.0,5.142249372490369
APOC_LYS_BTNP,0.0,5.142249372490653
APOC_LYS_BTNPm,0.0,5.142249372490596
APPNNte,0.0,1000.0
APRTO2,0.0,1000.0
AQCOBALt,0.0,1000.0
ARAB_Lt,0.0,1000.0
ARABR,0.0,1000.0
ARACHCOAtx,-813.2012158235214,1000.0
ARACHCPT1,-1000.0,1000.0
ARACHCPT2,-1000.0,1000.0
ARACHCRNt,-300.0,300.0
ARACHDCOAtx,-5.142249372492188,905.1422493724913
ARACHDt2,-1000.0,1000.0
ARACHDtr,-1000.0,1000.0
ARACHt,-1000.0,1000.0
ARGDCm,0.0,1000.0
ARGLYSex,0.0,1000.0
ARGNm,0.0,700.0
ARGSS,0.0,5.142249372489914
ARGt4,0.0,1000.0
ARGtm,-1000.0,1000.0
ARSA,0.0,1.0
ARTCOAL1,0.0,5.14224937249071
ARTCOAL2,0.0,5.142249372492643
ARTCOAL3,0.0,5.142249372492643
R_group_phosphotase_1,0.0,5.14224937249071
R_group_phosphotase_2,0.0,5.142249372495826
R_group_phosphotase_3,0.0,5.142249372490369
ARTFR208,0.0,5.142249372490369
ARTPLM3,0.0,5.142249372490824
ARTPLM3m,0.0,5.142249372495826
ASAH1,0.7,0.7
ASCBOX,0.0,510.0
ASCBt,-1000.0,1000.0
ASCBt4,-1000.0,1000.0
ASNALANaEx,0.0,1000.0
ASNCYSNaEx,0.0,1000.0
ASNGLNNaEx,0.0,1000.0
ASNNm,0.0,1000.0
ASNS1,0.0,5.142249372490767
ASNSERNaEx,0.0,1000.0
ASNt4,0.0,1000.0
ASNTHRNaEx,0.0,1000.0
ASNtm,0.0,1000.0
ASNtN1,-1000.0,1000.0
ASPCTr,-1000.0,51.40243164704282
ASPDt6,0.0,1000.0
ASPDxt,-1000.0,0.0
ASPGLUm,0.0,1000.0
ASPNATm,0.0,1000.0
ASPt6,0.0,1000.0
ASPTAm,-1000.0,1000.0
ATP1ter,0.0,0.9349544313618878
ATP2ter,0.0,1.8149115432320286
ATPasel,0.0,1.4024316470427607
ATPH1e,0.0,430.0188461885016
ATPH2e,0.0,1000.0
ATPtm,0.0,1000.0
ATPtn,0.0,1000.0
ATPtx,-1000.0,1000.0
AVITE2t,0.0,1000.0
B_MANNASEly,0.0,325.05409905777395
B3GALT3g,0.0,0.6170699246988921
B3GALT41g,0.0,0.49763703604730836
B3GALT42g,0.0,0.9074557716160143
B3GALT43g,0.0,0.49763703604730836
B3GALT44g,0.0,0.45372788580925927
B3GALT5g,0.0,0.36730352660606513
B3GALTg,0.0,0.4976370360468536
B3GNT11g,0.0,0.2910707191969095
B3GNT12g,0.0,0.18365176330310834
B3GNT310g,0.0,0.5509552899088703
B3GNT311g,0.0,0.23024997190235028
B3GNT312g,0.0,0.2910707191975166
B3GNT313g,0.0,0.1676820447551207
B3GNT314g,0.0,0.14152979924285422
B3GNT315g,0.0,0.18365176330325994
B3GNT31g,0.0,0.2754776449548534
B3GNT32g,0.0,0.2754776449548534
B3GNT33g,0.0,0.2754776449548534
B3GNT34g,0.0,0.24104293933546234
B3GNT35g,0.0,0.2410429393355109
B3GNT36g,0.0,0.6170699246989023
B3GNT37g,0.0,0.4976370360475073
B3GNT39g,0.0,1.1019105798194744
B3GNT51g,0.0,0.5509552899098102
BAAT1x,0.0,1000.0
BAAT2x,0.0,1000.0
BAAT3x,0.0,1000.0
BAAT4x,0.0,1000.0
BACCL,0.0,5.142249372490653
BACCLm,0.0,5.142249372490653
BALAtmr,-1000.0,1000.0
BALAVECSEC,0.0,1.402431647042988
BAMPPALDOX,0.0,1000.0
BBHOX,0.0,1000.0
BCDO,0.0,300.0
BDHm,-1000.0,1000.0
BETALDHxm,0.0,1000.0
BHBt,-1000.0,1000.0
BHBtm,-1000.0,1000.0
BHMT,0.0,2.5
BILDGLCURt,-1000.0,1000.0
BILDGLCURte,0.0,1.4024316470429028
BILDGLCURtr,-500.46747721568096,0.9349544313620015
BILGLCURt,-1000.0,1000.0
BILGLCURte,0.0,1.4024316470429028
BILGLCURtr,-0.9349544313620299,1000.0
BILIRED,0.0,1000.0
BILIRUBt2,-1000.0,1000.0
BILIRUBtr,-1000.0,-297.19513670591414
BIOCYTtn,0.0,5.142249372490596
BMTer_U,0.0,0.0
