,minimum,maximum
10FTHF5GLUtl,0.0,1.400526667112796
10FTHF5GLUtm,0.0,1.3998271033429626
10FTHF6GLUtl,0.0,0.7004383556343328
10FTHF6GLUtm,0.0,0.700263333556398
10FTHF7GLUtl,0.0,0.46699781051370337
10FTHF7GLUtm,0.0,0.4669200034810217
10FTHFtl,-1.4005266671128993,0.0
10FTHFtm,-1000.0,1000.0
11DOCRTSLtm,0.0,1000.0
11DOCRTSLtr,-696.8677501917649,0.0
11DOCRTSTRNtm,0.0,1000.0
11DOCRTSTRNtr,-696.8677501917649,0.0
13DAMPPOX,0.0,1000.0
1a_24_25VITD2Hm,0.0,0.0
1a_25VITD2Hm,0.0,1000.0
1MNCAMti,0.0,1.4012269304464553
1PPDCRp,0.0,1000.0
24_25DHVITD2t,0.0,0.0
24_25DHVITD2tm,0.0,0.0
24_25DHVITD3t,0.0,1000.0
24_25DHVITD3tm,0.0,1000.0
24_25VITD2Hm,0.0,0.0
24_25VITD3Hm,0.0,1000.0
24NPHte,-1000.0,0.0
25HVITD2t,0.0,0.0
25HVITD2tin_m,0.0,0.0
25HVITD3t,0.0,1000.0
25HVITD3tin_m,0.0,1000.0
25VITD2Hm,0.0,0.0
25VITD3Hm,0.0,400.0
2AMACHYD,0.0,1000.0
2AMACSULT,0.0,1.1009640167791304
2AMADPTm,0.0,1000.0
2DR1PP,0.0,1000.0
2HBO,-1000.0,1000.0
2HBt2,-1000.0,1000.0
2HCO3_NAt,-1000.0,1000.0
2MCITt,0.0,1000.0
2OXOADOXm,0.0,950.0
2OXOADPTm,-1000.0,1000.0
34DHOXPEGOX,-1000.0,1000.0
34DHOXPEGt,-1000.0,1000.0
34DHPHAMT,0.0,1000.0
34DHPHEt,-1000.0,1000.0
34DHPLACOX,0.0,1000.0
34DHPLACOX_NADP_,-1000.0,1000.0
34DHXMANDACOX,0.0,1000.0
34DHXMANDACOX_NADP_,-1000.0,1000.0
34HPLFM,0.0,1000.0
34HPPOR,0.0,600.0
35CGMPtn,0.0,5.137832078303063
3AIBTm,0.0,1000.0
3AIBtmi,0.0,1000.0
3DPHBH1,0.0,0.10778668695740663
3DPHBH2,0.0,0.10778668695740663
3DSPHR,0.0,1000.0
3HAO,0.0,1000.0
3HBCDm,0.0,600.0
3HBCOAHLm,0.0,1000.0
3HKYNAKGAT,0.0,1000.0
3HLYTCL,0.0,1000.0
3M4HDXPAC,0.0,1000.0
3MLDAt,0.0,1000.0
3MOBt2im,0.0,1000.0
3MOPt2im,0.0,1000.0
3MOX4HOXPGALDOX,0.0,1000.0
3MOX4HOXPGALDOX_NADP_,-1000.0,1000.0
3MOXTYROX,0.0,1000.0
3SALAASPm,-1000.0,0.0
3SALACBOXL,0.0,1000.0
3SALAOX,0.0,500.0
3SALATAi,0.0,500.0
3SALATAim,0.0,1000.0
3SPYRSP,0.0,500.0
